movie_id,title,question
380111,Flight Crew,civil airline co pilot
380111,Flight Crew,volcanic island rescue
380111,Flight Crew,aircrew distress message
380111,Flight Crew,military pilot fired
380111,Flight Crew,stormy flight disaster
25300,I'm Not Scared,chained boy in hole
25300,I'm Not Scared,child finds captive underground
25300,I'm Not Scared,town bully kidnapping mystery
25300,I'm Not Scared,boy tells best friend secret
25300,I'm Not Scared,parents warn forget discovery
6844,The Ten Commandments,infant raised by royalty
6844,The Ten Commandments,prince discovers true heritage
6844,The Ten Commandments,leader of enslaved people
6844,The Ten Commandments,royal household adopted child
6844,The Ten Commandments,escape from slavery quest
4961,Mimic,cockroach plague children
4961,Mimic,mutant insect kills roaches
4961,Mimic,entomologist creates killer bugs
4961,Mimic,human mimicking insect monster
4961,Mimic,evolved roach creature Manhattan
11544,Lilo & Stitch,runaway alien experiment
11544,Lilo & Stitch,misbehaving alien puppy
11544,Lilo & Stitch,adopted alien pet
11544,Lilo & Stitch,hawaiian girl alien
11544,Lilo & Stitch,family learns loyalty
501929,The Mitchells vs. the Machines,family road trip robots
501929,The Mitchells vs. the Machines,robot apocalypse family
501929,The Mitchells vs. the Machines,animated road trip disaster
501929,The Mitchells vs. the Machines,dysfunctional family saves world
501929,The Mitchells vs. the Machines,road trip fighting robots
40205,16 Wishes,teen birthday wishes
40205,16 Wishes,magical birthday candles
40205,16 Wishes,sixteenth birthday disaster
40205,16 Wishes,wish list comes true
40205,16 Wishes,one wish goes wrong
77930,Magic Mike,male stripper mentor
77930,Magic Mike,nightclub party lessons
77930,Magic Mike,younger dancer guidance
77930,Magic Mike,easy money nightlife
77930,Magic Mike,pick up women club
76122,Marvel One-Shot: The Consultant,prison release meeting sabotage
76122,Marvel One-Shot: The Consultant,secret agents fake operative
76122,Marvel One-Shot: The Consultant,super soldier prison parole
76122,Marvel One-Shot: The Consultant,council demands dangerous prisoner
76122,Marvel One-Shot: The Consultant,spy plot to derail briefing
11607,DeepStar Six,underwater nuclear base creature
11607,DeepStar Six,crew trapped underwater base
11607,DeepStar Six,experimental submarine base attack
11607,DeepStar Six,sea monster destroys base
11607,DeepStar Six,scientists fight underwater creature
267863,Walking on Sunshine,Italian wedding love triangle
267863,Walking on Sunshine,coastal village wedding
267863,Walking on Sunshine,sister's ex fiance
267863,Walking on Sunshine,1980s song comedy romance
267863,Walking on Sunshine,holiday flame reunion
14191,Aquamarine,teen girls mermaid ashore
14191,Aquamarine,storm washes up mermaid
14191,Aquamarine,girls help mermaid flirt
14191,Aquamarine,lifeguard love triangle beach
14191,Aquamarine,family fantasy mermaid romance
293863,The Age of Adaline,woman stops aging
293863,The Age of Adaline,immortal romance drama
293863,The Age of Adaline,frozen in time
293863,The Age of Adaline,secret ageless woman
293863,The Age of Adaline,meets life changing man
337676,"Mektoub, My Love: Canto Uno",summer fishing village romance
337676,"Mektoub, My Love: Canto Uno",family restaurant beach girls
337676,"Mektoub, My Love: Canto Uno",aspiring screenwriter with camera
337676,"Mektoub, My Love: Canto Uno",local bars coastal love
337676,"Mektoub, My Love: Canto Uno",mediterranean coast coming of age
1911,The 13th Warrior,Viking warrior monster attack
1911,The 13th Warrior,Arab exile among Vikings
1911,The 13th Warrior,medieval sea monster battle
1911,The 13th Warrior,Norsemen fight ancient evil
1911,The 13th Warrior,traveler joins Viking raid
18491,Neon Genesis Evangelion: The End of Evangelion,mecha series finale
18491,Neon Genesis Evangelion: The End of Evangelion,alternate ending episodes
18491,Neon Genesis Evangelion: The End of Evangelion,giant robot pilots
18491,Neon Genesis Evangelion: The End of Evangelion,apocalyptic anime movie
18491,Neon Genesis Evangelion: The End of Evangelion,psychological science fiction anime
595,To Kill a Mockingbird,small town trial racism
595,To Kill a Mockingbird,lawyer defends black man
595,To Kill a Mockingbird,children spy on neighbor
595,To Kill a Mockingbird,false rape accusation trial
595,To Kill a Mockingbird,reclusive neighbor mystery
475888,Tell It to the Bees,small town doctor returns
475888,Tell It to the Bees,boy confides in bees
475888,Tell It to the Bees,garden hives friendship
475888,Tell It to the Bees,family practice and secrets
475888,Tell It to the Bees,mother son village romance
574376,Eye for an Eye,nurse drug debt prison
574376,Eye for an Eye,elder care home crime
574376,Eye for an Eye,family business debt supplier
574376,Eye for an Eye,colombian supplier prison debt
574376,Eye for an Eye,coastal village crime drama
646593,Wander,private investigator suspicious death
646593,Wander,conspiracy cover up death
646593,Wander,missing daughter investigation
646593,Wander,small town murder probe
646593,Wander,mentally unstable detective
4271,Life Is a Long Quiet River,switched babies at birth
4271,Life Is a Long Quiet River,rich family poor family
4271,Life Is a Long Quiet River,children exchanged at birth
4271,Life Is a Long Quiet River,hungry rambunctious children
4271,Life Is a Long Quiet River,family mixup comedy
425336,Loving Pablo,drug lord rise fall
425336,Loving Pablo,journalist cartel romance
425336,Loving Pablo,cocaine empire terror
425336,Loving Pablo,crime boss biopic
425336,Loving Pablo,country torn by narcos
2048,"I, Robot",robot homicide investigation
2048,"I, Robot",technophobic cop robot
2048,"I, Robot",three laws violation
2048,"I, Robot",future police robot mystery
2048,"I, Robot",humanity in danger robots
629,The Usual Suspects,interrogation room crime lord
629,The Usual Suspects,heist explosion harbor survivors
629,The Usual Suspects,federal agents robbery confession
629,The Usual Suspects,mythic gangster planned heist
629,The Usual Suspects,five criminals harbor blast
1792,Stuck on You,conjoined twins grill cooks
1792,Stuck on You,fading actress tv show
1792,Stuck on You,brother gets acting job
1792,Stuck on You,fast food stand workers
1792,Stuck on You,cancelled show costars
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,cyborg counter terrorism unit
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,field lead cyber warfare
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,female cyborg detective team
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,future crime investigation squad
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,anti crime cyber operations
744,Top Gun,fighter pilot training school
744,Top Gun,naval flight academy tragedy
744,Top Gun,fighter jets rivalry friendship
744,Top Gun,pilot co pilot tragedy
744,Top Gun,elite jet instructor school
9304,Multiplicity,construction worker cloning
9304,Multiplicity,overworked husband clone
9304,Multiplicity,family duties geneticist
9304,Multiplicity,multiple clones chaos
9304,Multiplicity,scientific cloning solution
385332,Terminal,city hitman revenge plot
385332,Terminal,teacher terminal illness crime
385332,Terminal,janitor and waitress doubles
385332,Terminal,assassins midnight murder scheme
385332,Terminal,crime mastermind revenge night
2109,Rush Hour,kidnapping in los angeles
2109,Rush Hour,fbi detective partnership
2109,Rush Hour,hong kong cop usa
2109,Rush Hour,officer investigates abduction
2109,Rush Hour,two cops solve kidnapping
10951,Gorgeous,fishing town bottle message
10951,Gorgeous,woman travels to hong kong
10951,Gorgeous,gay prince charming romance
10951,Gorgeous,boyfriend follows to taiwan
10951,Gorgeous,action romance back home
9318,Asterix in Britain,village resists Roman invaders
9318,Asterix in Britain,magic potion barrel race
9318,Asterix in Britain,boiled boar mint sauce
9318,Asterix in Britain,fog rain warm beer
9318,Asterix in Britain,cartoon Roman invasion comedy
10315,Fantastic Mr. Fox,fox steals chickens
10315,Fantastic Mr. Fox,farmers trap fox
10315,Fantastic Mr. Fox,animal heist revenge
10315,Fantastic Mr. Fox,underground fox family
10315,Fantastic Mr. Fox,rural chicken raid
25562,Soapdish,soap opera ratings slump
25562,Soapdish,jealous co star scheme
25562,Soapdish,producer hires young niece
25562,Soapdish,bring back old flame
25562,Soapdish,television set workplace comedy
225886,Sex Tape,couple sex tape leaked
225886,Sex Tape,marriage video goes public
225886,Sex Tape,parents lose private recording
225886,Sex Tape,three hour sex video
225886,Sex Tape,husband wife race retrieve tape
9045,Amen.,SS hygiene officer camps
9045,Amen.,gas chambers and Zyklon-B
9045,Amen.,water purification turned deadly
9045,Amen.,death camp horror testimony
9045,Amen.,wartime poison gas genocide
9073,Free Willy 2: The Adventure Home,teen rescues killer whale
9073,Free Willy 2: The Adventure Home,oil spill and orcas
9073,Free Willy 2: The Adventure Home,whale freed from tank
9073,Free Willy 2: The Adventure Home,ocean rescue with orcas
9073,Free Willy 2: The Adventure Home,teen saves stranded whales
25565,Transformers: Beginnings,alien robots battle artifact
25565,Transformers: Beginnings,crash landed cube earth
25565,Transformers: Beginnings,robot war on earth
25565,Transformers: Beginnings,transforming robots secret weapon
25565,Transformers: Beginnings,space battle for energy cube
765119,The Bubble,quarantine hotel movie crew
765119,The Bubble,action sequel lockdown shoot
765119,The Bubble,film cast stuck hotel
765119,The Bubble,movie production quarantine comedy
765119,The Bubble,actors filming at hotel
19405,Recess: School's Out,school vacation tractor beam
19405,Recess: School's Out,elementary school green glow
19405,Recess: School's Out,ninja school takeover plan
19405,Recess: School's Out,military beam stolen gadget
19405,Recess: School's Out,cartoon kids stop principal
375794,No Manches Frida,ex-con substitute teacher
375794,No Manches Frida,bank robber school job
375794,No Manches Frida,hidden loot under gym
375794,No Manches Frida,wild teenage students
375794,No Manches Frida,prisoner teacher classroom chaos
456165,Family Is Family,architect hides working-class parents
456165,Family Is Family,designer ashamed of scrap merchants
456165,Family Is Family,orphan lie comedy
456165,Family Is Family,north france metal merchants
456165,Family Is Family,family secret upper class
13342,Fast Times at Ridgemont High,high school love interest
13342,Fast Times at Ridgemont High,stoned surfer teacher
13342,Fast Times at Ridgemont High,southern california students
13342,Fast Times at Ridgemont High,older classmates dating help
13342,Fast Times at Ridgemont High,classroom stoner confrontation
248390,Le crocodile du Botswanga,young footballer pressured national team
248390,Le crocodile du Botswanga,agent and dictator deal
248390,Le crocodile du Botswanga,French striker visits African state
248390,Le crocodile du Botswanga,paranoid president footballer decoration
248390,Le crocodile du Botswanga,coup leader wants player
13374,Ice Princess,figure skating coach mom
13374,Ice Princess,ice rink training dream
13374,Ice Princess,zamboni driver romance
13374,Ice Princess,young skater competition
13374,Ice Princess,family supports skater
9981,Kicking & Screaming,youth baseball coach dad
9981,Kicking & Screaming,father son sports rivalry
9981,Kicking & Screaming,little league team coach
9981,Kicking & Screaming,competitive grandfather benching boy
9981,Kicking & Screaming,reluctant dad coaches team
83201,Puss in Boots: The Three Diablos,cat thief ruby heist
83201,Puss in Boots: The Three Diablos,three kittens mission
83201,Puss in Boots: The Three Diablos,stolen jewel rescue
83201,Puss in Boots: The Three Diablos,feline thief adventure
83201,Puss in Boots: The Three Diablos,prince's ruby robbery
429662,Viceroy's House,last viceroy India 1947
429662,Viceroy's House,British rulers house servants
429662,Viceroy's House,partition drama servant quarters
429662,Viceroy's House,handover of India film
429662,Viceroy's House,colonial mansion upstairs downstairs
10498,Point of No Return,prisoner fake execution training
10498,Point of No Return,government assassin program
10498,Point of No Return,violent woman covert agent
10498,Point of No Return,death row secret recruitment
10498,Point of No Return,brainwashed killer mission
11474,The Warriors,gang leaders city meeting
11474,The Warriors,wrongly blamed for murder
11474,The Warriors,cops chasing street gang
11474,The Warriors,rival gangs new york
11474,The Warriors,fleeing through city streets
1909,Don Juan DeMarco,masked lover in therapy
1909,Don Juan DeMarco,psychiatrist rekindles marriage
1909,Don Juan DeMarco,man believes he is lover
1909,Don Juan DeMarco,psychiatric staff romance comedy
1909,Don Juan DeMarco,cape and mask patient
667739,The Man from Toronto,deadly assassin mistaken identity
667739,The Man from Toronto,hotel mixup forced partners
667739,The Man from Toronto,new york screwup assassin team
667739,The Man from Toronto,airbnb identity swap action
667739,The Man from Toronto,hitman comedy thriller duo
221,Rebel Without a Cause,troubled teen new town
221,Rebel Without a Cause,teen drag race challenge
221,Rebel Without a Cause,new kid falls for girl
221,Rebel Without a Cause,troubled classmate friendship
221,Rebel Without a Cause,neighborhood tough rivalry
8832,Il Divo,Italian politician mob trial
8832,Il Divo,mafia accusations in parliament
8832,Il Divo,corrupt senator organized crime
8832,Il Divo,political scandal mob informants
8832,Il Divo,crime bosses and elections
16234,Batman Beyond: Return of the Joker,futuristic bat hero
16234,Batman Beyond: Return of the Joker,killer clown returns
16234,Batman Beyond: Return of the Joker,young hero alone
16234,Batman Beyond: Return of the Joker,animated superhero battle
16234,Batman Beyond: Return of the Joker,gotham crime revenge
269,Breathless,car theft murder policeman
269,Breathless,wanted thief with girl
269,Breathless,crime spree on the run
269,Breathless,stolen car police chase
269,Breathless,run away to Italy
244316,Into the Grizzly Maze,brothers wilderness hike bear
244316,Into the Grizzly Maze,alaskan cabin bear attack
244316,Into the Grizzly Maze,estranged brothers survival trek
244316,Into the Grizzly Maze,grizzly stalking hikers
244316,Into the Grizzly Maze,remote forest bear chase
227159,Horrible Bosses 2,trio starts business
227159,Horrible Bosses 2,slick investor kidnapping
227159,Horrible Bosses 2,failed startup scheme
227159,Horrible Bosses 2,misguided ransom plot
227159,Horrible Bosses 2,three men criminal plan
158,Knockin' on Heaven's Door,terminal cancer hospital room
158,Knockin' on Heaven's Door,drunk car theft chase
158,Knockin' on Heaven's Door,gangster stolen convertible
158,Knockin' on Heaven's Door,tequila road trip sea
158,Knockin' on Heaven's Door,pajamas stolen luxury car
45958,Biutiful,dying father afterlife visions
45958,Biutiful,struggling father redemption drama
45958,Biutiful,migrant worker death warning
45958,Biutiful,single father tainted reality
45958,Biutiful,father senses impending death
15999,Vampire Hunter D: Bloodlust,vampire hunter bounty rescue
15999,Vampire Hunter D: Bloodlust,abducted woman vampire chase
15999,Vampire Hunter D: Bloodlust,rival hunters tracking vampire
15999,Vampire Hunter D: Bloodlust,animated vampire rescue mission
15999,Vampire Hunter D: Bloodlust,race against time vampires
55465,A Very Harold & Kumar Christmas,burned Christmas tree replacement
55465,A Very Harold & Kumar Christmas,holiday tree hunt city
55465,A Very Harold & Kumar Christmas,mistaken package Christmas chaos
55465,A Very Harold & Kumar Christmas,family Christmas tree disaster
55465,A Very Harold & Kumar Christmas,search for perfect tree
324786,Hacksaw Ridge,army medic war drama
324786,Hacksaw Ridge,conscientious objector soldier
324786,Hacksaw Ridge,battlefield rescue under fire
324786,Hacksaw Ridge,world war two pacifist
324786,Hacksaw Ridge,medal of honor medic
10628,Kangaroo Jack,mob money to Australia
10628,Kangaroo Jack,hairstylist loses cash
10628,Kangaroo Jack,friends chase kangaroo
10628,Kangaroo Jack,crime comedy road trip
10628,Kangaroo Jack,missing money in outback
10944,In the Cut,woman after neighborhood murder
10944,In the Cut,risky sexual liaison thriller
10944,In the Cut,new york woman fears men
10944,In the Cut,mystery after young woman killed
10944,In the Cut,woman questions her own motives
785539,Resort to Love,singer at resort wedding
785539,Resort to Love,ex fiance wedding entertainer
785539,Resort to Love,island resort live music
785539,Resort to Love,pop star career meltdown
785539,Resort to Love,wedding singer on island
538225,Deadwood: The Movie,western camp reunion
538225,Deadwood: The Movie,statehood celebration gathering
538225,Deadwood: The Movie,old rivals reunite
538225,Deadwood: The Movie,frontier town changes
538225,Deadwood: The Movie,reopened old wounds
1997,Two Brothers,tiger cubs separated captivity
1997,Two Brothers,tigers forced to fight
1997,Two Brothers,explorer pits tigers
1997,Two Brothers,wildcats reunited as enemies
1997,Two Brothers,animal rescue adventure drama
1830,Lord of War,arms dealer chase
1830,Lord of War,Interpol agent pursuit
1830,Lord of War,weapons trade war zones
1830,Lord of War,dictators gun salesman
1830,Lord of War,arms trafficking conscience
171337,Siberian Education,criminal children gang
171337,Siberian Education,banished criminal community
171337,Siberian Education,honor code betrayal
171337,Siberian Education,two friends enemies
171337,Siberian Education,Soviet exile underworld
762,Monty Python and the Holy Grail,medieval quest comedy
762,Monty Python and the Holy Grail,knights recruit adventure
762,Monty Python and the Holy Grail,limbless armored fighter
762,Monty Python and the Holy Grail,round table knights search
762,Monty Python and the Holy Grail,castle journey fantasy
1593,Night at the Museum,museum exhibits come alive
1593,Night at the Museum,night guard ancient curse
1593,Night at the Museum,tyrannosaurus rex museum chaos
1593,Night at the Museum,gladiator statues attack night
1593,Night at the Museum,historic warriors in museum
28597,Problem Child 2,boy sabotages dates
28597,Problem Child 2,father seeks new wife
28597,Problem Child 2,moving to new town
28597,Problem Child 2,jealous son pranks
28597,Problem Child 2,dating after divorce
22171,Ms .45,mute seamstress gun dress
22171,Ms .45,woman kills street harassers
22171,Ms .45,night patrol with pistol
22171,Ms .45,attacked woman revenge spree
22171,Ms .45,black dress gun garter
87502,Flight,airline pilot crash landing
87502,Flight,drunk pilot investigation
87502,Flight,mechanical failure plane disaster
87502,Flight,pilot addiction court hearing
87502,Flight,surviving plane crash drama
19698,Porky's II: The Next Day,school play censored by teacher
19698,Porky's II: The Next Day,religious protest at play
19698,Porky's II: The Next Day,students stage Shakespeare show
19698,Porky's II: The Next Day,high school theater controversy
19698,Porky's II: The Next Day,fanatics shut down production
44718,Get Low,1930s hermit funeral party
44718,Get Low,alive man hosts funeral
44718,Get Low,tennessee recluse legend
44718,Get Low,folk tale southern hermit
44718,Get Low,self funeral comedy drama
10684,Courage Under Fire,army cover-up investigation
10684,Courage Under Fire,helicopter medal inquiry
10684,Courage Under Fire,witness testimony inconsistencies
10684,Courage Under Fire,desk job military officer
10684,Courage Under Fire,friendly fire scandal
17455,Hellraiser: Deader,crack junkie investigation
17455,Hellraiser: Deader,bizarre zombie videotape
17455,Hellraiser: Deader,puzzle cube opens hell
17455,Hellraiser: Deader,journalist finds dead body
17455,Hellraiser: Deader,underground youths become zombies
397538,Borg vs McEnroe,1980 tennis final
397538,Borg vs McEnroe,wimbledon championship match
397538,Borg vs McEnroe,tennis rivalry drama
397538,Borg vs McEnroe,grand slam showdown
397538,Borg vs McEnroe,grass court duel
310,Bruce Almighty,tv reporter gets powers
310,Bruce Almighty,newsman with divine powers
310,Bruce Almighty,angry man controls weather
310,Bruce Almighty,television reporter miracle powers
310,Bruce Almighty,man gains godlike abilities
755339,Just Another Christmas,Christmas Eve blackout memory loss
755339,Just Another Christmas,year later waking each Christmas
755339,Just Another Christmas,repeat holiday aftermath cleanup
755339,Just Another Christmas,missing year family comedy
755339,Just Another Christmas,aftermath of one lost year
2830,My Boss's Daughter,housesit for boss daughter
2830,My Boss's Daughter,crush on boss daughter
2830,My Boss's Daughter,house full of houseguests
2830,My Boss's Daughter,brother running from dealers
2830,My Boss's Daughter,romantic comedy house sitting
298722,Soap Opera,apartment tenants secrets
298722,Soap Opera,new year's eve murder
298722,Soap Opera,lover accusations in building
298722,Soap Opera,tenants confessions and chaos
298722,Soap Opera,sudden death apartment comedy
27632,Black Sunday,witch returns from grave
27632,Black Sunday,body possession by witch
27632,Black Sunday,fiendish servant murders victims
27632,Black Sunday,look alike descendant haunted
27632,Black Sunday,brother doctor fight witch
521,Dial M for Murder,tennis pro wife affair
521,Dial M for Murder,husband plans murder
521,Dial M for Murder,frame wife for murder
521,Dial M for Murder,jealous husband thriller
521,Dial M for Murder,murder plot gone wrong
11826,Sexy Beast,retired safecracker returns heist
11826,Sexy Beast,villla paradise threatened by gangster
11826,Sexy Beast,one last big robbery
11826,Sexy Beast,criminal past interrupts retirement
11826,Sexy Beast,wife and ex-con in spain
398929,Alibi.com,fake alibi service
398929,Alibi.com,lying cover stories company
398929,Alibi.com,dating woman hates liars
398929,Alibi.com,parents meeting hidden business
398929,Alibi.com,clients and secret disguises
419499,Che vuoi che sia,couple sells sex tape
419499,Che vuoi che sia,man uploads intimate video
419499,Che vuoi che sia,crowdfunding for baby
419499,Che vuoi che sia,work money child dream
419499,Che vuoi che sia,online bid for video
594,The Terminal,airport quarantine romance
594,The Terminal,stranded transit lounge man
594,The Terminal,unrecognized passport airport
594,The Terminal,flight attendant love story
594,The Terminal,coup leaves traveler stranded
1632,Mississippi Burning,FBI agents civil rights murder
1632,Mississippi Burning,small town conspiracy silence
1632,Mississippi Burning,segregation era investigation
1632,Mississippi Burning,former sheriff partner conflict
1632,Mississippi Burning,southern town murder case
132344,Before Midnight,midlife marriage vacation
132344,Before Midnight,twin daughters family drama
132344,Before Midnight,teen son leaving home
132344,Before Midnight,couple holiday in Greece
132344,Before Midnight,relationship on the rocks
163,Ocean's Twelve,crew of thieves heists
163,Ocean's Twelve,three city jewel thefts
163,Ocean's Twelve,rome paris amsterdam robbery
163,Ocean's Twelve,europol agent chasing thieves
163,Ocean's Twelve,old flames and heists
249,The War of the Roses,divorce lawyer house battle
249,The War of the Roses,married couple sabotage each other
249,The War of the Roses,couple fights to keep house
249,The War of the Roses,spouses force each other out
249,The War of the Roses,acrimonious divorce comedy house
390734,Kingsglaive: Final Fantasy XV,magic crystal war
390734,Kingsglaive: Final Fantasy XV,elite royal soldiers
390734,Kingsglaive: Final Fantasy XV,empire seizes kingdom
390734,Kingsglaive: Final Fantasy XV,king's magic defense
390734,Kingsglaive: Final Fantasy XV,forced royal marriage
12705,Smokey and the Bandit II,cross country elephant transport
12705,Smokey and the Bandit II,truckers chased by sheriff
12705,Smokey and the Bandit II,Florida to Texas run
12705,Smokey and the Bandit II,escaped elephant road trip
12705,Smokey and the Bandit II,police pursuit trucking comedy
2024,The Patriot,farmer joins war
2024,The Patriot,son enlists army
2024,The Patriot,veteran protects son
2024,The Patriot,colonial battle family
2024,The Patriot,militia against british
14013,BASEketball,basketball baseball rules game
14013,BASEketball,equal pay sports league
14013,BASEketball,rival owner rule changes
14013,BASEketball,new sport becomes popular
14013,BASEketball,billionaire forms pro league
889,The Flintstones in Viva Rock Vegas,stone age vegas romance
889,The Flintstones in Viva Rock Vegas,family heads to casino
889,The Flintstones in Viva Rock Vegas,playboy rivals for bride
889,The Flintstones in Viva Rock Vegas,courtship in gambling city
889,The Flintstones in Viva Rock Vegas,caveman love competition
430354,Bushwick,urban invasion escape
430354,Bushwick,student and veteran survive
430354,Bushwick,military attack neighborhood
430354,Bushwick,brooklyn street firefight
430354,Bushwick,fleeing armed troops
341392,Lolo,Paris summer romance
341392,Lolo,possessive adult son
341392,Lolo,IT geek in Paris
341392,Lolo,south of France vacation
341392,Lolo,mother's boyfriend sabotage
83186,Wrong,lost dog search
83186,Wrong,man and missing dog
83186,Wrong,quest to find dog
83186,Wrong,bizarre neighborhood mystery
83186,Wrong,dog gone comedy
24679,Bird,saxophone player arrives city
24679,Bird,jazz musician rises quickly
24679,Bird,drug addicted jazz player
24679,Bird,wife helps drug addict
24679,Bird,1940s music drama addiction
396940,Super Dark Times,teen friends cover up accident
396940,Super Dark Times,secret drives them apart
396940,Super Dark Times,teen paranoia and violence
396940,Super Dark Times,gruesome accident cover-up
396940,Super Dark Times,best friends deadly secret
713,The Piano,mute pianist beach piano
713,The Piano,woman sold into marriage
713,The Piano,daughter on seaside with piano
713,The Piano,maori neighbor romantic tension
713,The Piano,ship cargo piano shore
278,The Shawshank Redemption,banker prison accounting
278,The Shawshank Redemption,wrongly accused prison inmate
278,The Shawshank Redemption,warden accounting books prison
278,The Shawshank Redemption,prison friendship hope story
278,The Shawshank Redemption,life sentence prison drama
9586,The Bonfire of the Vanities,Wall Street scandal reporter
9586,The Bonfire of the Vanities,mistress hits black teen
9586,The Bonfire of the Vanities,newspaper exposes rich man
9586,The Bonfire of the Vanities,city journalist breaks scandal
9586,The Bonfire of the Vanities,power couple public disgrace
43316,All That Heaven Allows,wealthy widow gardener romance
43316,All That Heaven Allows,upper class woman gardener
43316,All That Heaven Allows,widow falls for gardener
43316,All That Heaven Allows,children disapprove romance
43316,All That Heaven Allows,country club gossip romance
24428,The Avengers,global security threat team
24428,The Avengers,international agency recruits heroes
24428,The Avengers,save world from alien attack
24428,The Avengers,assemble unlikely heroes worldwide
24428,The Avengers,peacekeeping agency disaster mission
453755,Arctic,Arctic rescue lost
453755,Arctic,stranded in Arctic camp
453755,Arctic,survival trek through ice
453755,Arctic,deadly polar expedition
453755,Arctic,camp versus frozen wasteland
13640,Superman: Doomsday,superhero fights monster
13640,Superman: Doomsday,lab accident creature attack
13640,Superman: Doomsday,animated alien battle
13640,Superman: Doomsday,city threatened by beast
13640,Superman: Doomsday,hero versus mutant creature
60309,The Conspirator,female conspiracy trial
60309,The Conspirator,lawyer saves accused woman
60309,The Conspirator,assassination trial drama
60309,The Conspirator,nation turns against widow
60309,The Conspirator,civil war courtroom case
6116,Spice World,pop group road adventure
6116,Spice World,music documentary filming chaos
6116,Spice World,tour manager assistant antics
6116,Spice World,fantasy comedy music journey
6116,Spice World,entourage behind-the-scenes trip
381034,I Am Not a Serial Killer,serial killer obsessed teen
381034,I Am Not a Serial Killer,monster in small town
381034,I Am Not a Serial Killer,teen with strict rules
381034,I Am Not a Serial Killer,dark impulses monster hunt
381034,I Am Not a Serial Killer,horror thriller mystery teen
449443,Den of Thieves,bank robbery crew heist
449443,Den of Thieves,sheriff unit pursuit
449443,Den of Thieves,federal reserve robbery
449443,Den of Thieves,elite police task force
449443,Den of Thieves,impossible bank heist
196,Back to the Future Part III,time machine in mine shaft
196,Back to the Future Part III,wild west time travelers
196,Back to the Future Part III,broken car in frontier
196,Back to the Future Part III,schoolteacher falls for inventor
196,Back to the Future Part III,gunfighter versus time traveler
14325,The Express,college football hero
14325,The Express,first black Heisman winner
14325,The Express,true story football drama
14325,The Express,racial barriers football team
14325,The Express,college running back trophy
10762,Without a Paddle,lost plane cash trail
10762,Without a Paddle,childhood friends treasure hunt
10762,Without a Paddle,funeral leads to quest
10762,Without a Paddle,hijacker missing money search
10762,Without a Paddle,forest chase for cash
44244,Camp Rock 2: The Final Jam,summer music camp
44244,Camp Rock 2: The Final Jam,battle of the bands
44244,Camp Rock 2: The Final Jam,camp competition across lake
44244,Camp Rock 2: The Final Jam,teamwork wins music contest
44244,Camp Rock 2: The Final Jam,flashy music production rivalry
10699,Hero,plane crash rescue thief
10699,Hero,lost shoe airplane wreck
10699,Hero,thief saves passengers crash
10699,Hero,cop trap divorced father
10699,Hero,someone claims rescue credit
226936,Aspirante vedovo,gold digger husband scheme
226936,Aspirante vedovo,wife murder insurance plot
226936,Aspirante vedovo,lazy husband rich wife
226936,Aspirante vedovo,plot to kill spouse
226936,Aspirante vedovo,inheritance murder comedy
510,One Flew Over the Cuckoo's Nest,fake insanity mental ward
510,One Flew Over the Cuckoo's Nest,criminal in psychiatric hospital
510,One Flew Over the Cuckoo's Nest,domineering nurse ward
510,One Flew Over the Cuckoo's Nest,patients rebel against nurse
510,One Flew Over the Cuckoo's Nest,man leads asylum patients
12518,Honeymoon in Vegas,wedding phobia mother promise
12518,Honeymoon in Vegas,gambling debt fiancée bargain
12518,Honeymoon in Vegas,las vegas wedding weekend
12518,Honeymoon in Vegas,poker debt marriage trouble
12518,Honeymoon in Vegas,commitment issues poker loser
728526,Encounter,marine rescues sons
728526,Encounter,father saves two boys
728526,Encounter,family flees monsters
728526,Encounter,dangerous wilderness journey
728526,Encounter,boys survive creature threat
453191,The Big Bad Fox and Other Tales,fox raising chicks farm
453191,The Big Bad Fox and Other Tales,rabbit delivers baby chicks
453191,The Big Bad Fox and Other Tales,duck dressed as santa
453191,The Big Bad Fox and Other Tales,barnyard animal swap comedy
453191,The Big Bad Fox and Other Tales,agitated farm animals cartoon
20803,Ivan Vasilyevich Changes His Profession,time machine sends manager
20803,Ivan Vasilyevich Changes His Profession,burglar in medieval moscow
20803,Ivan Vasilyevich Changes His Profession,tsar in modern apartment
20803,Ivan Vasilyevich Changes His Profession,scientist swaps with ruler
20803,Ivan Vasilyevich Changes His Profession,sixteenth century time travel
293970,The Final Girls,mother daughter slasher movie
293970,The Final Girls,80s horror film killer
293970,The Final Girls,actress trapped in horror film
293970,The Final Girls,campus slasher with killer
293970,The Final Girls,mother daughter fight murderer
20526,TRON: Legacy,missing father virtual world
20526,TRON: Legacy,program helper in grid
20526,TRON: Legacy,evil ruler enters reality
20526,TRON: Legacy,futuristic digital arena adventure
20526,TRON: Legacy,son searches computer creator
139567,Fire with Fire,fireman witness intimidation
139567,Fire with Fire,convenience store robbery threat
139567,Fire with Fire,firefighter court testimony
139567,Fire with Fire,man threatens witness fireman
139567,Fire with Fire,crime thriller witness and robbery
